,in,out,init_soc
5048,3.0,12.0,0.3
5049,9.0,12.0,0.4
5050,20.0,11.0,0.4
5051,16.0,9.0,0.8
5052,0.0,9.0,0.3
5053,17.0,7.0,0.8
5054,20.0,12.0,0.2
5055,14.0,12.0,0.9
5056,15.0,8.0,0.2
5057,16.0,5.0,0.5
5058,16.0,11.0,0.3
5059,20.0,11.0,0.2
5060,13.0,9.0,0.3
5061,15.0,11.0,0.3
5062,16.0,9.0,0.4
5063,13.0,6.0,0.7
5064,22.0,6.0,0.3
5065,13.0,10.0,1.0
5066,13.0,13.0,0.3
5067,20.0,11.0,0.8
5068,18.0,5.0,0.6
5069,16.0,9.0,0.7
5070,17.0,8.0,0.5
5071,14.0,16.0,0.4
5072,20.0,12.0,0.3
5073,19.0,13.0,0.5
5074,23.0,10.0,0.4
5075,17.0,10.0,0.8
5076,14.0,13.0,0.5
5077,18.0,15.0,0.2
5078,22.0,8.0,0.8
5079,15.0,10.0,0.7
5080,0.0,9.0,0.1
5081,21.0,8.0,0.2
5082,17.0,9.0,0.4
5083,13.0,7.0,0.2
5084,12.0,9.0,0.9
5085,19.0,8.0,0.4
5086,15.0,13.0,1.0
5087,21.0,8.0,0.8
5088,16.0,12.0,0.7
5089,15.0,10.0,0.3
5090,17.0,10.0,0.6
5091,14.0,12.0,0.9
5092,20.0,9.0,0.5
5093,20.0,5.0,0.1
5094,20.0,11.0,0.7
5095,18.0,9.0,0.7
5096,20.0,7.0,0.5
5097,19.0,12.0,0.5
5098,19.0,12.0,0.8
5099,15.0,12.0,0.9
5100,16.0,14.0,1.0
5101,1.0,9.0,0.8
5102,21.0,14.0,0.2
5103,18.0,9.0,0.2
5104,17.0,10.0,0.7
5105,22.0,8.0,0.2
5106,14.0,5.0,0.6
5107,14.0,5.0,0.8
5108,15.0,12.0,0.8
5109,17.0,10.0,0.7
5110,18.0,9.0,0.5
5111,23.0,10.0,0.6
5112,16.0,12.0,0.9
5113,14.0,10.0,0.8
5114,18.0,11.0,0.9
5115,18.0,11.0,0.3
5116,15.0,11.0,0.3
5117,17.0,10.0,0.7
5118,3.0,5.0,0.2
5119,15.0,12.0,0.9
5120,12.0,11.0,0.4
5121,11.0,9.0,0.9
5122,18.0,9.0,0.6
5123,14.0,15.0,0.8
5124,0.0,8.0,0.3
5125,16.0,10.0,0.7
5126,1.0,11.0,0.2
5127,14.0,11.0,0.8
5128,19.0,8.0,0.5
5129,17.0,9.0,0.4
5130,13.0,8.0,0.3
5131,16.0,8.0,0.7
5132,17.0,9.0,0.6
5133,19.0,10.0,0.8
5134,20.0,12.0,0.5
5135,16.0,8.0,0.5
5136,21.0,9.0,0.4
5137,20.0,8.0,0.7
5138,18.0,10.0,0.7
5139,18.0,10.0,0.2
5140,0.0,11.0,0.4
5141,16.0,11.0,0.3
5142,11.0,11.0,0.5
5143,19.0,8.0,0.8
5144,17.0,13.0,0.2
5145,15.0,12.0,0.8
5146,21.0,8.0,0.9
5147,19.0,8.0,0.6
5148,0.0,5.0,0.4
5149,17.0,8.0,0.5
5150,22.0,11.0,0.5
5151,19.0,12.0,0.3
5152,11.0,11.0,0.5
5153,14.0,14.0,0.8
5154,13.0,10.0,1.0
5155,14.0,12.0,0.9
5156,16.0,11.0,0.7
5157,20.0,8.0,0.1
5158,17.0,10.0,0.2
5159,12.0,11.0,0.3
5160,17.0,8.0,0.7
5161,16.0,6.0,0.5
5162,20.0,11.0,0.5
5163,14.0,11.0,0.9
5164,17.0,8.0,0.3
5165,16.0,11.0,0.7
5166,18.0,12.0,0.8
5167,15.0,11.0,0.3
5168,19.0,14.0,0.8
5169,11.0,9.0,0.4
5170,18.0,10.0,0.5
5171,17.0,10.0,0.6
5172,10.0,12.0,0.3
5173,16.0,13.0,0.2
5174,17.0,13.0,0.1
5175,12.0,10.0,0.2
5176,16.0,13.0,0.8
5177,14.0,11.0,0.5
5178,23.0,8.0,0.3
5179,1.0,9.0,0.5
5180,1.0,11.0,1.0
5181,16.0,9.0,0.6
5182,12.0,12.0,0.8
5183,20.0,7.0,0.5
5184,22.0,12.0,0.7
5185,19.0,9.0,0.6
5186,20.0,10.0,0.2
5187,16.0,13.0,0.5
5188,16.0,12.0,0.5
5189,15.0,8.0,0.3
5190,19.0,8.0,0.7
5191,15.0,12.0,0.6
5192,20.0,11.0,0.5
5193,20.0,7.0,0.2
5194,15.0,13.0,1.0
5195,18.0,12.0,0.6
5196,10.0,12.0,1.0
5197,21.0,11.0,0.5
5198,18.0,11.0,0.9
5199,19.0,12.0,0.5
5200,17.0,8.0,0.9
5201,20.0,11.0,0.3
5202,13.0,8.0,0.7
5203,18.0,9.0,0.6
5204,18.0,11.0,0.7
5205,17.0,9.0,0.3
5206,14.0,7.0,0.2
5207,19.0,14.0,0.4
5208,19.0,10.0,0.3
5209,17.0,12.0,0.3
5210,11.0,8.0,0.7
5211,20.0,10.0,1.0
5212,14.0,9.0,0.2
5213,20.0,15.0,0.1
5214,18.0,7.0,0.3
5215,15.0,13.0,0.6
5216,16.0,12.0,0.5
5217,18.0,8.0,0.3
5218,17.0,8.0,0.8
5219,22.0,11.0,0.7
5220,22.0,3.0,0.6
5221,17.0,13.0,0.5
5222,19.0,9.0,0.8
5223,14.0,9.0,0.4
5224,17.0,9.0,1.0
5225,12.0,12.0,0.4
5226,16.0,10.0,0.3
5227,16.0,10.0,0.3
5228,11.0,14.0,1.0
5229,22.0,14.0,0.3
5230,15.0,11.0,0.4
5231,13.0,8.0,0.6
5232,19.0,10.0,0.3
5233,16.0,9.0,0.7
5234,19.0,8.0,0.5
5235,18.0,11.0,0.6
5236,18.0,7.0,0.5
5237,17.0,13.0,1.0
5238,11.0,12.0,0.5
5239,17.0,10.0,0.2
5240,14.0,13.0,0.4
5241,21.0,12.0,0.6
5242,16.0,8.0,0.7
5243,23.0,11.0,0.4
5244,18.0,9.0,0.6
5245,13.0,8.0,0.9
5246,15.0,9.0,0.9
5247,17.0,10.0,0.7
5248,17.0,14.0,0.6
5249,17.0,7.0,0.7
5250,19.0,14.0,0.4
5251,21.0,13.0,0.8
5252,22.0,7.0,0.7
5253,19.0,13.0,0.3
5254,14.0,12.0,0.1
5255,14.0,10.0,0.4
5256,17.0,11.0,0.4
5257,21.0,8.0,0.1
5258,23.0,10.0,0.5
5259,20.0,8.0,0.5
5260,19.0,7.0,0.5
5261,14.0,9.0,0.5
5262,1.0,11.0,1.0
5263,19.0,13.0,0.7
5264,19.0,9.0,0.9
5265,15.0,8.0,0.3
5266,17.0,8.0,0.6
5267,17.0,11.0,0.7
5268,16.0,10.0,0.7
5269,12.0,9.0,0.6
5270,20.0,7.0,0.9
5271,14.0,11.0,0.4
5272,16.0,11.0,0.3
5273,16.0,11.0,0.9
5274,16.0,9.0,0.2
5275,14.0,13.0,0.8
5276,18.0,12.0,0.4
5277,13.0,9.0,0.7
5278,17.0,11.0,0.1
5279,10.0,9.0,0.5
5280,18.0,14.0,0.8
5281,21.0,9.0,0.4
5282,16.0,13.0,0.4
5283,9.0,10.0,0.8
5284,18.0,11.0,0.4
5285,17.0,13.0,0.5
5286,18.0,9.0,0.4
5287,19.0,10.0,0.8
5288,14.0,9.0,0.3
5289,17.0,14.0,0.8
5290,15.0,8.0,0.5
5291,1.0,11.0,0.1
5292,17.0,8.0,0.6
5293,9.0,12.0,0.7
5294,16.0,10.0,0.3
5295,13.0,11.0,0.9
5296,19.0,13.0,0.3
5297,22.0,9.0,0.4
5298,17.0,15.0,0.1
5299,18.0,11.0,0.2
5300,18.0,10.0,0.4
5301,22.0,10.0,0.4
5302,18.0,10.0,0.8
5303,20.0,7.0,0.9
5304,17.0,13.0,0.3
5305,20.0,10.0,0.5
5306,19.0,8.0,0.2
5307,17.0,5.0,0.2
5308,20.0,14.0,0.4
5309,20.0,9.0,0.5
5310,19.0,9.0,1.0
5311,13.0,7.0,0.8
5312,10.0,11.0,1.0
5313,9.0,10.0,0.6
5314,14.0,9.0,0.6
5315,20.0,13.0,0.3
5316,18.0,10.0,0.2
5317,14.0,10.0,0.3
5318,17.0,11.0,0.8
5319,17.0,10.0,0.7
5320,16.0,13.0,0.5
5321,10.0,11.0,0.9
5322,16.0,11.0,0.8
5323,14.0,6.0,0.4
5324,16.0,11.0,0.2
5325,21.0,5.0,0.9
5326,12.0,10.0,0.5
5327,15.0,14.0,0.5
5328,15.0,8.0,0.4
5329,18.0,11.0,0.2
5330,17.0,13.0,0.9
5331,13.0,13.0,1.0
5332,17.0,8.0,0.6
5333,15.0,5.0,0.2
5334,20.0,11.0,0.7
5335,12.0,12.0,0.6
5336,15.0,10.0,0.2
5337,19.0,11.0,0.9
5338,15.0,10.0,0.4
5339,18.0,12.0,0.1
5340,19.0,8.0,0.6
5341,18.0,11.0,0.5
5342,15.0,9.0,0.3
5343,16.0,9.0,0.8
5344,20.0,12.0,0.5
5345,14.0,11.0,0.8
5346,14.0,11.0,0.4
5347,17.0,10.0,0.8
5348,19.0,10.0,0.9
5349,18.0,7.0,0.6
5350,23.0,13.0,0.6
5351,11.0,13.0,0.8
5352,17.0,12.0,0.2
5353,16.0,12.0,0.6
5354,15.0,14.0,0.6
5355,17.0,11.0,0.8
5356,15.0,9.0,0.4
5357,18.0,12.0,0.2
5358,13.0,12.0,0.8
5359,12.0,14.0,0.4
5360,23.0,4.0,0.2
5361,15.0,12.0,0.4
5362,15.0,10.0,0.1
5363,16.0,9.0,0.6
5364,19.0,12.0,0.6
5365,22.0,13.0,0.4
5366,21.0,10.0,0.7
5367,20.0,8.0,0.7
5368,18.0,8.0,0.8
5369,20.0,9.0,0.5
5370,20.0,8.0,0.4
5371,18.0,7.0,0.2
5372,18.0,10.0,0.9
5373,18.0,11.0,0.2
5374,20.0,10.0,0.6
5375,17.0,8.0,0.6
5376,12.0,11.0,0.7
5377,20.0,7.0,0.2
5378,0.0,11.0,0.2
5379,19.0,9.0,0.3
5380,17.0,11.0,0.2
5381,15.0,14.0,0.4
5382,18.0,9.0,0.5
5383,17.0,7.0,0.4
5384,15.0,5.0,0.6
5385,20.0,11.0,0.7
5386,20.0,12.0,0.5
5387,13.0,10.0,0.7
5388,12.0,2.0,0.6
5389,13.0,10.0,0.7
5390,19.0,8.0,0.5
5391,15.0,7.0,0.7
5392,16.0,9.0,0.2
5393,18.0,12.0,0.8
5394,16.0,15.0,0.7
5395,19.0,12.0,0.7
5396,21.0,8.0,0.8
5397,20.0,10.0,0.8
5398,15.0,10.0,0.8
5399,17.0,9.0,0.7
5400,16.0,12.0,0.5
5401,21.0,11.0,0.2
5402,17.0,9.0,0.2
5403,13.0,15.0,0.5
5404,20.0,7.0,0.7
5405,15.0,9.0,0.6
5406,19.0,8.0,0.7
5407,16.0,12.0,0.5
5408,17.0,10.0,0.3
5409,15.0,9.0,0.4
5410,22.0,7.0,0.2
5411,17.0,11.0,0.9
5412,17.0,11.0,0.7
5413,16.0,9.0,0.8
5414,17.0,12.0,0.1
5415,15.0,11.0,0.5
5416,15.0,12.0,0.6
5417,15.0,9.0,0.6
5418,19.0,7.0,0.2
5419,20.0,14.0,0.9
5420,12.0,9.0,0.8
5421,21.0,9.0,0.6
5422,14.0,8.0,0.3
5423,22.0,7.0,0.5
5424,20.0,10.0,0.3
5425,18.0,12.0,0.7
5426,12.0,13.0,0.4
5427,10.0,9.0,0.8
5428,14.0,13.0,0.3
5429,14.0,8.0,0.8
5430,14.0,11.0,1.0
5431,13.0,8.0,0.7
5432,12.0,10.0,0.6
5433,12.0,8.0,0.9
5434,19.0,12.0,0.4
5435,0.0,16.0,0.1
5436,13.0,8.0,0.5
5437,18.0,11.0,0.5
5438,15.0,10.0,0.4
5439,17.0,10.0,0.4
5440,17.0,9.0,0.8
5441,17.0,9.0,0.5
5442,12.0,7.0,0.5
5443,17.0,12.0,0.5
5444,22.0,12.0,0.9
5445,21.0,8.0,0.7
5446,19.0,13.0,0.3
5447,16.0,7.0,0.4
5448,10.0,5.0,1.0
5449,17.0,11.0,0.4
5450,20.0,12.0,0.2
5451,20.0,11.0,0.1
5452,18.0,7.0,0.6
5453,15.0,12.0,0.7
5454,21.0,12.0,0.4
5455,10.0,8.0,0.8
5456,22.0,13.0,0.7
5457,17.0,5.0,0.6
5458,17.0,11.0,0.8
5459,9.0,8.0,0.1
5460,17.0,9.0,1.0
5461,18.0,9.0,0.5
5462,18.0,11.0,0.7
5463,14.0,11.0,0.5
5464,11.0,7.0,0.3
5465,15.0,8.0,0.5
5466,14.0,9.0,0.6
5467,14.0,5.0,0.4
5468,20.0,13.0,0.6
5469,17.0,12.0,0.6
5470,15.0,7.0,0.3
5471,18.0,11.0,0.7
5472,18.0,11.0,0.3
5473,17.0,8.0,0.7
5474,19.0,15.0,0.7
5475,17.0,9.0,0.7
5476,13.0,9.0,0.9
5477,21.0,8.0,0.8
5478,19.0,13.0,0.5
5479,21.0,5.0,0.2
5480,16.0,11.0,0.4
5481,23.0,8.0,0.3
5482,17.0,11.0,0.8
5483,16.0,13.0,0.4
5484,13.0,10.0,0.2
5485,20.0,11.0,0.2
5486,20.0,10.0,0.6
5487,15.0,9.0,0.4
5488,17.0,12.0,0.8
5489,14.0,11.0,0.4
5490,20.0,10.0,0.4
5491,20.0,10.0,0.9
5492,16.0,9.0,0.6
5493,18.0,6.0,0.7
5494,21.0,9.0,0.5
5495,13.0,7.0,0.8
5496,15.0,9.0,0.6
5497,14.0,12.0,0.7
5498,16.0,8.0,1.0
5499,19.0,6.0,0.7
5500,20.0,7.0,1.0
5501,21.0,10.0,0.4
5502,11.0,11.0,0.8
5503,21.0,10.0,0.5
5504,17.0,10.0,0.4
5505,16.0,13.0,0.7
5506,17.0,9.0,0.3
5507,12.0,8.0,0.2
5508,13.0,11.0,0.2
5509,16.0,9.0,0.3
5510,18.0,10.0,0.7
5511,16.0,11.0,0.8
5512,15.0,7.0,0.6
5513,15.0,13.0,0.2
5514,13.0,9.0,0.7
5515,15.0,11.0,0.6
5516,18.0,15.0,0.5
5517,19.0,10.0,0.4
5518,13.0,11.0,0.9
5519,19.0,8.0,0.5
5520,16.0,15.0,0.8
5521,20.0,12.0,0.5
5522,22.0,12.0,0.5
5523,16.0,13.0,0.6
5524,18.0,9.0,0.7
5525,17.0,13.0,0.5
5526,16.0,9.0,0.5
5527,17.0,7.0,0.8
5528,17.0,11.0,0.8
5529,10.0,8.0,0.5
5530,19.0,11.0,0.5
5531,17.0,11.0,0.9
5532,18.0,10.0,0.8
5533,20.0,11.0,0.9
5534,18.0,6.0,0.6
5535,15.0,14.0,0.3
5536,22.0,10.0,0.3
5537,19.0,10.0,0.6
5538,17.0,8.0,0.7
5539,10.0,10.0,0.8
5540,21.0,14.0,0.9
5541,21.0,8.0,0.1
5542,14.0,10.0,0.8
5543,16.0,8.0,0.5
5544,14.0,7.0,0.1
5545,0.0,12.0,0.4
5546,15.0,6.0,0.4
5547,0.0,9.0,0.4
5548,13.0,11.0,0.5
5549,13.0,7.0,0.9
5550,18.0,12.0,0.8
5551,17.0,12.0,0.5
5552,16.0,10.0,0.9
5553,19.0,7.0,0.3
5554,14.0,7.0,0.8
5555,18.0,12.0,0.7
5556,18.0,11.0,0.8
5557,22.0,11.0,0.5
5558,20.0,11.0,0.2
5559,16.0,9.0,0.8
5560,13.0,6.0,0.2
5561,18.0,7.0,0.9
5562,14.0,13.0,0.6
5563,13.0,10.0,0.2
5564,17.0,11.0,0.9
5565,15.0,11.0,0.3
5566,15.0,10.0,0.3
5567,14.0,13.0,0.7
5568,20.0,8.0,0.5
5569,17.0,10.0,0.4
5570,9.0,9.0,0.9
5571,20.0,11.0,0.1
5572,21.0,13.0,0.7
5573,19.0,11.0,0.4
5574,18.0,7.0,0.6
5575,17.0,7.0,0.4
5576,15.0,6.0,0.3
5577,16.0,6.0,0.6
5578,20.0,12.0,0.2
5579,16.0,13.0,0.6
5580,17.0,9.0,0.5
5581,20.0,7.0,0.6
5582,16.0,9.0,0.6
5583,17.0,9.0,0.7
5584,18.0,7.0,0.9
5585,21.0,7.0,0.6
5586,10.0,7.0,0.9
5587,15.0,11.0,0.4
5588,13.0,11.0,0.8
5589,14.0,10.0,0.5
5590,14.0,10.0,0.6
5591,16.0,7.0,0.2
5592,17.0,8.0,0.9
5593,20.0,9.0,0.1
5594,14.0,10.0,0.4
5595,20.0,8.0,1.0
5596,16.0,12.0,0.5
5597,14.0,8.0,0.4
5598,21.0,12.0,0.5
5599,17.0,13.0,0.2
5600,16.0,6.0,0.4
5601,18.0,8.0,0.6
5602,15.0,10.0,0.9
5603,17.0,7.0,0.4
5604,15.0,9.0,0.6
5605,21.0,11.0,0.7
5606,16.0,5.0,0.4
5607,12.0,10.0,0.4
5608,19.0,8.0,0.8
5609,17.0,8.0,0.6
5610,22.0,12.0,0.8
5611,14.0,10.0,0.4
5612,18.0,6.0,0.7
5613,19.0,7.0,0.4
5614,22.0,12.0,1.0
5615,19.0,10.0,0.1
5616,18.0,13.0,0.3
5617,21.0,9.0,0.5
5618,14.0,8.0,0.6
5619,18.0,5.0,0.1
5620,15.0,15.0,0.7
5621,20.0,15.0,0.1
5622,17.0,9.0,0.3
5623,14.0,12.0,0.8
5624,17.0,8.0,0.2
5625,21.0,6.0,0.4
5626,11.0,10.0,0.5
5627,13.0,10.0,0.2
5628,13.0,11.0,0.3
5629,18.0,6.0,0.3
5630,22.0,7.0,0.6
5631,12.0,10.0,0.3
5632,22.0,11.0,0.7
5633,19.0,11.0,0.8
5634,16.0,9.0,0.4
5635,15.0,9.0,0.4
5636,12.0,13.0,0.7
5637,22.0,12.0,0.2
5638,13.0,11.0,0.7
5639,17.0,10.0,0.7
5640,18.0,8.0,0.5
5641,22.0,12.0,0.1
5642,17.0,9.0,0.1
5643,16.0,10.0,0.6
5644,15.0,7.0,0.7
5645,22.0,11.0,0.2
5646,20.0,11.0,1.0
5647,16.0,10.0,0.7
5648,19.0,5.0,0.6
5649,18.0,14.0,0.6
5650,22.0,11.0,0.6
5651,13.0,10.0,0.3
5652,17.0,11.0,0.9
5653,19.0,6.0,0.3
5654,18.0,7.0,0.3
5655,15.0,13.0,1.0
5656,17.0,11.0,0.2
5657,23.0,8.0,0.1
5658,19.0,5.0,0.5
5659,18.0,14.0,0.6
5660,16.0,13.0,0.4
5661,16.0,4.0,0.6
5662,13.0,8.0,0.4
5663,18.0,12.0,0.6
5664,17.0,12.0,0.5
5665,13.0,9.0,0.8
5666,18.0,12.0,0.3
5667,14.0,9.0,0.4
5668,18.0,13.0,0.4
5669,21.0,10.0,0.7
5670,18.0,11.0,0.3
5671,12.0,10.0,0.9
5672,21.0,12.0,0.6
5673,15.0,6.0,0.4
5674,18.0,13.0,0.7
5675,13.0,12.0,0.3
5676,12.0,11.0,0.9
5677,11.0,16.0,1.0
5678,14.0,13.0,0.5
5679,23.0,11.0,0.4
5680,13.0,12.0,0.9
5681,17.0,12.0,0.6
5682,15.0,11.0,0.9
5683,20.0,11.0,0.6
5684,17.0,12.0,0.3
5685,16.0,8.0,0.8
5686,16.0,8.0,0.6
5687,17.0,11.0,0.5
5688,13.0,11.0,0.6
5689,17.0,8.0,0.5
5690,19.0,10.0,1.0
5691,18.0,9.0,0.7
5692,19.0,10.0,0.6
5693,13.0,10.0,0.8
5694,18.0,9.0,0.5
5695,20.0,12.0,0.8
5696,15.0,10.0,0.6
5697,19.0,11.0,0.4
5698,15.0,13.0,0.6
5699,18.0,7.0,0.6
5700,16.0,10.0,0.7
5701,13.0,8.0,0.6
5702,19.0,10.0,0.8
5703,17.0,11.0,0.6
5704,14.0,8.0,0.2
5705,16.0,9.0,0.8
5706,18.0,7.0,0.7
5707,13.0,13.0,1.0
5708,15.0,9.0,0.5
5709,19.0,12.0,0.6
5710,17.0,12.0,0.4
5711,23.0,10.0,0.1
5712,15.0,8.0,0.2
5713,15.0,7.0,0.2
5714,23.0,12.0,0.7
5715,14.0,9.0,0.2
5716,17.0,10.0,0.6
5717,21.0,12.0,0.7
5718,17.0,12.0,0.2
5719,20.0,11.0,0.7
5720,18.0,10.0,0.5
5721,19.0,4.0,0.6
5722,16.0,10.0,0.2
5723,9.0,12.0,0.9
5724,21.0,8.0,0.9
5725,18.0,11.0,0.7
5726,19.0,10.0,0.8
5727,16.0,10.0,0.3
5728,15.0,10.0,0.4
5729,16.0,8.0,0.6
5730,15.0,4.0,0.8
5731,19.0,10.0,0.4
5732,17.0,12.0,0.7
5733,18.0,11.0,0.5
5734,17.0,9.0,0.6
5735,10.0,9.0,0.9
5736,14.0,12.0,1.0
5737,15.0,7.0,0.4
5738,17.0,8.0,0.4
5739,15.0,10.0,0.8
5740,12.0,9.0,0.6
5741,23.0,12.0,0.6
5742,17.0,17.0,0.8
5743,14.0,9.0,0.4
5744,18.0,9.0,0.6
5745,18.0,8.0,0.3
5746,16.0,13.0,0.6
5747,17.0,11.0,0.5
5748,11.0,14.0,0.8
5749,19.0,10.0,0.6
5750,15.0,9.0,0.5
5751,1.0,7.0,0.3
5752,18.0,12.0,0.3
5753,14.0,8.0,0.5
5754,16.0,12.0,0.2
5755,12.0,14.0,0.3
5756,22.0,8.0,0.5
5757,20.0,10.0,0.2
5758,12.0,9.0,0.8
5759,16.0,6.0,0.5
5760,20.0,13.0,0.8
5761,0.0,10.0,0.3
5762,13.0,8.0,0.6
5763,16.0,12.0,0.8
5764,17.0,8.0,0.9
5765,18.0,9.0,0.8
5766,13.0,11.0,0.5
5767,16.0,11.0,1.0
5768,8.0,9.0,0.8
5769,15.0,11.0,0.6
5770,15.0,8.0,0.5
5771,21.0,11.0,0.1
5772,13.0,6.0,0.7
5773,16.0,8.0,1.0
5774,18.0,9.0,0.4
5775,14.0,10.0,0.8
5776,16.0,11.0,0.1
5777,19.0,10.0,0.9
5778,20.0,13.0,0.3
5779,17.0,7.0,0.2
5780,20.0,12.0,0.4
5781,14.0,8.0,0.7
5782,20.0,11.0,0.3
5783,15.0,8.0,0.3
5784,22.0,8.0,0.3
5785,16.0,8.0,0.5
5786,16.0,7.0,0.5
5787,17.0,9.0,0.5
5788,21.0,8.0,0.7
5789,21.0,9.0,0.4
5790,18.0,11.0,0.4
5791,23.0,10.0,0.5
5792,14.0,12.0,0.5
5793,14.0,8.0,0.2
5794,20.0,12.0,0.7
5795,14.0,13.0,0.2
5796,18.0,11.0,0.4
5797,16.0,9.0,0.6
5798,20.0,10.0,0.7
5799,11.0,10.0,0.5
5800,13.0,11.0,0.6
5801,14.0,13.0,0.4
5802,18.0,10.0,0.3
5803,12.0,6.0,0.9
5804,13.0,12.0,0.5
5805,17.0,7.0,0.4
5806,17.0,12.0,0.8
5807,20.0,13.0,0.4
5808,15.0,12.0,0.2
5809,17.0,13.0,0.3
5810,16.0,8.0,0.7
5811,18.0,12.0,0.5
5812,14.0,6.0,0.7
5813,12.0,10.0,0.3
5814,18.0,11.0,0.6
5815,0.0,8.0,0.2
5816,16.0,11.0,0.9
5817,20.0,10.0,0.4
5818,18.0,11.0,0.8
5819,17.0,7.0,0.9
5820,17.0,9.0,0.6
5821,15.0,7.0,0.9
5822,18.0,6.0,0.7
5823,20.0,6.0,0.2
5824,11.0,10.0,0.6
5825,12.0,8.0,0.9
5826,19.0,10.0,0.4
5827,22.0,13.0,0.5
5828,17.0,12.0,0.9
5829,15.0,9.0,0.4
5830,15.0,13.0,0.4
5831,15.0,11.0,0.8
5832,18.0,10.0,0.5
5833,17.0,13.0,0.6
5834,16.0,12.0,1.0
5835,11.0,13.0,0.8
5836,16.0,10.0,0.5
5837,16.0,12.0,0.8
5838,19.0,11.0,0.1
5839,17.0,11.0,0.4
5840,18.0,7.0,0.5
5841,20.0,11.0,0.5
5842,17.0,9.0,0.5
5843,15.0,11.0,0.2
5844,13.0,9.0,0.8
5845,17.0,8.0,0.9
5846,23.0,7.0,0.2
5847,14.0,9.0,0.5
5848,16.0,10.0,0.2
5849,20.0,9.0,1.0
5850,14.0,6.0,0.8
5851,18.0,8.0,0.4
5852,16.0,6.0,0.2
5853,20.0,10.0,0.8
5854,17.0,5.0,0.2
5855,17.0,9.0,0.7
5856,17.0,9.0,0.2
5857,22.0,9.0,0.8
5858,15.0,11.0,0.7
5859,18.0,7.0,0.6
5860,18.0,12.0,0.2
5861,23.0,13.0,0.5
5862,19.0,12.0,0.9
5863,12.0,12.0,1.0
5864,15.0,6.0,0.9
5865,21.0,13.0,0.9
5866,16.0,10.0,0.3
5867,18.0,10.0,0.4
5868,15.0,10.0,0.3
5869,15.0,10.0,0.9
5870,17.0,13.0,0.3
5871,13.0,12.0,0.6
5872,18.0,10.0,0.4
5873,13.0,10.0,0.8
5874,17.0,8.0,0.7
5875,19.0,9.0,0.6
5876,22.0,11.0,0.6
5877,16.0,12.0,0.4
5878,17.0,10.0,1.0
5879,13.0,10.0,0.5
5880,21.0,11.0,0.7
5881,22.0,8.0,1.0
5882,14.0,6.0,1.0
5883,14.0,10.0,0.7
5884,14.0,9.0,0.7
5885,15.0,8.0,0.8
5886,15.0,10.0,0.6
5887,19.0,7.0,0.6
5888,22.0,12.0,0.6
5889,18.0,13.0,0.4
5890,18.0,15.0,0.8
5891,19.0,8.0,0.2
5892,10.0,10.0,0.4
5893,15.0,11.0,0.9
5894,14.0,10.0,1.0
5895,14.0,11.0,0.9
5896,17.0,11.0,0.7
5897,17.0,13.0,0.2
5898,19.0,11.0,0.6
5899,13.0,12.0,0.2
5900,21.0,10.0,0.6
5901,17.0,10.0,1.0
5902,21.0,9.0,0.4
5903,0.0,8.0,0.2
5904,14.0,9.0,0.9
5905,17.0,12.0,0.6
5906,16.0,10.0,0.8
5907,16.0,9.0,0.6
5908,21.0,7.0,0.1
5909,17.0,9.0,0.5
5910,17.0,10.0,0.7
5911,15.0,13.0,0.8
5912,15.0,8.0,0.3
5913,14.0,10.0,0.4
5914,14.0,12.0,0.8
5915,14.0,12.0,0.5
5916,20.0,10.0,0.4
5917,17.0,12.0,0.7
5918,15.0,8.0,0.6
5919,15.0,12.0,0.2
5920,14.0,10.0,0.4
5921,11.0,9.0,0.8
5922,20.0,7.0,0.6
5923,14.0,11.0,0.3
5924,18.0,10.0,0.4
5925,20.0,9.0,0.1
5926,18.0,8.0,0.6
5927,20.0,10.0,0.1
5928,15.0,10.0,0.5
5929,18.0,10.0,0.9
5930,22.0,8.0,0.6
5931,16.0,13.0,0.4
5932,19.0,9.0,0.3
5933,19.0,16.0,0.9
5934,16.0,10.0,0.7
5935,15.0,10.0,0.2
5936,17.0,14.0,0.4
5937,20.0,11.0,0.8
5938,13.0,7.0,0.9
5939,0.0,10.0,0.4
5940,17.0,6.0,0.7
5941,16.0,9.0,0.3
5942,15.0,9.0,0.7
5943,20.0,10.0,0.4
5944,18.0,10.0,1.0
5945,18.0,10.0,0.3
5946,18.0,9.0,1.0
5947,11.0,10.0,0.6
5948,15.0,8.0,0.6
5949,15.0,15.0,0.3
5950,15.0,8.0,0.8
5951,18.0,10.0,0.6
5952,15.0,14.0,0.2
5953,13.0,10.0,0.3
5954,22.0,9.0,0.4
5955,20.0,9.0,0.9
5956,17.0,7.0,0.7
5957,21.0,15.0,0.4
5958,16.0,10.0,0.5
5959,12.0,9.0,0.4
5960,16.0,9.0,0.5
5961,21.0,11.0,0.9
5962,15.0,8.0,0.2
5963,17.0,6.0,0.3
5964,16.0,10.0,0.2
5965,21.0,7.0,0.7
5966,20.0,9.0,1.0
5967,20.0,7.0,0.2
5968,15.0,8.0,0.9
5969,17.0,12.0,0.9
5970,19.0,12.0,0.5
5971,11.0,4.0,0.7
5972,17.0,14.0,0.4
5973,16.0,9.0,0.8
5974,14.0,10.0,0.3
5975,15.0,6.0,0.2
5976,15.0,10.0,0.3
5977,20.0,10.0,0.3
5978,18.0,11.0,0.2
5979,20.0,9.0,0.4
