,in,dur,out,init_soc
5171,9.0,9.0,18.0,0.6
5172,18.0,20.0,38.0,0.5
5173,19.0,12.0,31.0,0.4
5174,12.0,0.0,12.0,0.9
5175,17.0,0.0,17.0,0.6
5176,11.0,22.0,33.0,0.4
5177,16.0,16.0,32.0,1.0
5178,21.0,11.0,32.0,0.9
5179,18.0,2.0,20.0,0.6
5180,18.0,11.0,29.0,0.4
5181,18.0,1.0,19.0,0.9
5182,19.0,0.0,19.0,0.7
5183,20.0,20.0,40.0,0.1
5184,17.0,20.0,37.0,0.4
5185,23.0,20.0,43.0,0.3
5186,17.0,1.0,18.0,0.9
5187,21.0,17.0,38.0,0.8
5188,16.0,0.0,16.0,0.5
5189,13.0,0.0,13.0,0.9
5190,17.0,15.0,32.0,0.6
5191,12.0,2.0,14.0,0.7
5192,9.0,5.0,14.0,0.5
5193,17.0,2.0,19.0,1.0
5194,7.0,1.0,8.0,0.5
5195,17.0,14.0,31.0,0.6
5196,13.0,0.0,13.0,0.5
5197,19.0,16.0,35.0,0.8
5198,9.0,2.0,11.0,0.6
5199,15.0,0.0,15.0,0.9
5200,20.0,15.0,35.0,0.5
5201,13.0,22.0,35.0,0.8
5202,11.0,23.0,34.0,0.9
5203,11.0,0.0,11.0,0.9
5204,13.0,1.0,14.0,0.8
5205,9.0,9.0,18.0,0.6
5206,15.0,3.0,18.0,0.4
5207,10.0,0.0,10.0,0.6
5208,14.0,0.0,14.0,0.2
5209,17.0,0.0,17.0,1.0
5210,17.0,20.0,37.0,0.2
5211,12.0,6.0,18.0,0.8
5212,8.0,9.0,17.0,0.9
5213,13.0,1.0,14.0,0.3
5214,21.0,19.0,40.0,0.5
5215,12.0,0.0,12.0,0.8
5216,16.0,5.0,21.0,0.5
5217,18.0,15.0,33.0,0.7
5218,18.0,14.0,32.0,0.4
5219,12.0,1.0,13.0,0.6
5220,12.0,4.0,16.0,0.2
5221,6.0,10.0,16.0,0.7
5222,14.0,4.0,18.0,0.6
5223,9.0,10.0,19.0,0.6
5224,12.0,0.0,12.0,0.3
5225,17.0,0.0,17.0,0.5
5226,17.0,22.0,39.0,0.6
5227,9.0,0.0,9.0,0.5
5228,16.0,1.0,17.0,0.5
5229,19.0,12.0,31.0,0.8
5230,11.0,22.0,33.0,0.8
5231,13.0,18.0,31.0,0.5
5232,15.0,2.0,17.0,0.8
5233,21.0,15.0,36.0,0.4
5234,13.0,21.0,34.0,0.6
5235,19.0,1.0,20.0,0.7
5236,23.0,1.0,24.0,0.5
5237,14.0,3.0,17.0,0.5
5238,7.0,8.0,15.0,0.3
5239,8.0,8.0,16.0,0.6
5240,20.0,17.0,37.0,0.3
5241,19.0,0.0,19.0,0.4
5242,16.0,1.0,17.0,0.5
5243,12.0,0.0,12.0,0.4
5244,18.0,13.0,31.0,0.7
5245,20.0,12.0,32.0,0.3
5246,16.0,1.0,17.0,0.2
5247,16.0,14.0,30.0,0.4
5248,14.0,3.0,17.0,0.5
5249,19.0,21.0,40.0,0.8
5250,8.0,4.0,12.0,0.6
5251,17.0,14.0,31.0,1.0
5252,8.0,8.0,16.0,0.3
5253,17.0,14.0,31.0,0.3
5254,13.0,0.0,13.0,0.7
5255,7.0,2.0,9.0,0.3
5256,18.0,21.0,39.0,0.8
5257,18.0,1.0,19.0,0.8
5258,9.0,0.0,9.0,1.0
5259,12.0,1.0,13.0,1.0
5260,10.0,2.0,12.0,1.0
5261,6.0,8.0,14.0,0.8
5262,8.0,7.0,15.0,0.7
5263,13.0,20.0,33.0,0.8
5264,15.0,13.0,28.0,0.3
5265,20.0,0.0,20.0,0.9
5266,14.0,20.0,34.0,0.8
5267,8.0,23.0,31.0,0.6
5268,7.0,9.0,16.0,1.0
5269,18.0,13.0,31.0,0.8
5270,8.0,23.0,31.0,0.7
5271,14.0,0.0,14.0,1.0
5272,16.0,1.0,17.0,0.4
5273,20.0,10.0,30.0,0.3
5274,7.0,2.0,9.0,0.7
5275,11.0,0.0,11.0,0.6
5276,17.0,17.0,34.0,0.5
5277,9.0,7.0,16.0,1.0
5278,10.0,4.0,14.0,0.9
5279,17.0,14.0,31.0,0.3
5280,14.0,20.0,34.0,0.3
5281,17.0,21.0,38.0,0.8
5282,19.0,13.0,32.0,0.9
5283,11.0,3.0,14.0,0.7
5284,17.0,0.0,17.0,0.3
5285,17.0,14.0,31.0,0.3
5286,19.0,12.0,31.0,0.5
5287,14.0,7.0,21.0,0.9
5288,16.0,20.0,36.0,0.2
5289,18.0,11.0,29.0,1.0
5290,15.0,0.0,15.0,0.7
5291,16.0,16.0,32.0,0.2
5292,13.0,1.0,14.0,1.0
5293,13.0,1.0,14.0,0.3
5294,12.0,1.0,13.0,0.3
5295,9.0,0.0,9.0,1.0
5296,16.0,22.0,38.0,0.5
5297,17.0,15.0,32.0,0.5
5298,19.0,2.0,21.0,0.7
5299,10.0,23.0,33.0,0.4
5300,9.0,4.0,13.0,0.4
5301,8.0,7.0,15.0,0.4
5302,20.0,10.0,30.0,0.4
5303,17.0,12.0,29.0,0.3
5304,13.0,1.0,14.0,0.4
5305,21.0,0.0,21.0,0.2
5306,13.0,6.0,19.0,0.8
5307,19.0,11.0,30.0,0.3
5308,17.0,12.0,29.0,0.3
5309,16.0,21.0,37.0,0.4
5310,16.0,4.0,20.0,0.4
5311,14.0,0.0,14.0,0.5
5312,13.0,1.0,14.0,0.2
5313,8.0,9.0,17.0,0.6
5314,20.0,14.0,34.0,0.8
5315,16.0,23.0,39.0,0.5
5316,18.0,14.0,32.0,0.4
5317,13.0,23.0,36.0,0.7
5318,18.0,20.0,38.0,0.3
5319,14.0,3.0,17.0,0.4
5320,17.0,12.0,29.0,0.9
5321,16.0,14.0,30.0,0.4
5322,8.0,1.0,9.0,0.4
5323,15.0,2.0,17.0,1.0
5324,13.0,2.0,15.0,0.4
5325,21.0,14.0,35.0,0.4
5326,18.0,13.0,31.0,0.9
5327,15.0,18.0,33.0,0.4
5328,17.0,1.0,18.0,0.5
5329,15.0,1.0,16.0,0.4
5330,8.0,8.0,16.0,0.8
5331,8.0,0.0,8.0,0.6
5332,19.0,0.0,19.0,0.1
5333,8.0,1.0,9.0,0.3
5334,17.0,21.0,38.0,0.4
5335,21.0,0.0,21.0,0.6
5336,11.0,0.0,11.0,0.3
5337,18.0,13.0,31.0,0.8
5338,19.0,1.0,20.0,0.6
5339,17.0,15.0,32.0,0.4
5340,11.0,5.0,16.0,0.3
5341,17.0,0.0,17.0,0.1
5342,7.0,11.0,18.0,0.7
5343,9.0,1.0,10.0,0.4
5344,15.0,7.0,22.0,0.2
5345,14.0,3.0,17.0,0.4
5346,14.0,0.0,14.0,0.8
5347,12.0,1.0,13.0,0.6
5348,15.0,3.0,18.0,1.0
5349,8.0,3.0,11.0,0.9
5350,10.0,0.0,10.0,0.4
5351,11.0,6.0,17.0,0.4
5352,19.0,0.0,19.0,0.3
5353,21.0,11.0,32.0,0.4
5354,10.0,4.0,14.0,0.3
5355,9.0,0.0,9.0,0.7
5356,14.0,15.0,29.0,0.5
5357,13.0,1.0,14.0,0.9
5358,10.0,1.0,11.0,0.7
5359,9.0,1.0,10.0,0.7
5360,11.0,2.0,13.0,0.6
5361,19.0,13.0,32.0,0.1
5362,21.0,0.0,21.0,0.6
5363,10.0,3.0,13.0,0.3
5364,7.0,1.0,8.0,0.2
5365,9.0,2.0,11.0,1.0
5366,18.0,13.0,31.0,0.4
5367,8.0,7.0,15.0,0.9
5368,20.0,11.0,31.0,0.8
5369,7.0,9.0,16.0,0.9
5370,15.0,1.0,16.0,0.4
5371,16.0,0.0,16.0,0.2
5372,19.0,12.0,31.0,0.9
5373,17.0,15.0,32.0,0.7
5374,15.0,7.0,22.0,0.5
5375,8.0,2.0,10.0,0.8
5376,12.0,1.0,13.0,0.8
5377,13.0,0.0,13.0,0.2
5378,17.0,18.0,35.0,0.9
5379,10.0,2.0,12.0,0.7
5380,15.0,1.0,16.0,0.4
5381,14.0,2.0,16.0,0.3
5382,17.0,14.0,31.0,0.3
5383,18.0,13.0,31.0,0.6
5384,6.0,1.0,7.0,0.7
5385,18.0,1.0,19.0,0.5
5386,14.0,2.0,16.0,0.6
5387,20.0,12.0,32.0,0.4
5388,7.0,9.0,16.0,0.4
5389,10.0,2.0,12.0,0.7
5390,9.0,0.0,9.0,0.4
5391,12.0,1.0,13.0,0.9
5392,19.0,9.0,28.0,0.9
5393,13.0,1.0,14.0,0.2
5394,18.0,0.0,18.0,0.7
5395,18.0,0.0,18.0,0.6
5396,7.0,8.0,15.0,0.5
5397,15.0,5.0,20.0,0.9
5398,12.0,2.0,14.0,0.5
5399,16.0,3.0,19.0,1.0
5400,8.0,8.0,16.0,0.4
5401,19.0,12.0,31.0,0.4
5402,17.0,0.0,17.0,0.8
5403,10.0,3.0,13.0,0.8
5404,9.0,8.0,17.0,1.0
5405,10.0,7.0,17.0,0.5
5406,10.0,20.0,30.0,0.9
5407,10.0,1.0,11.0,0.3
5408,20.0,16.0,36.0,0.4
5409,12.0,5.0,17.0,0.8
5410,7.0,7.0,14.0,0.4
5411,14.0,5.0,19.0,0.9
5412,14.0,0.0,14.0,0.9
5413,18.0,15.0,33.0,0.9
5414,17.0,3.0,20.0,0.6
5415,9.0,0.0,9.0,0.6
5416,17.0,1.0,18.0,0.9
5417,10.0,6.0,16.0,0.4
5418,15.0,0.0,15.0,1.0
5419,7.0,0.0,7.0,0.8
5420,14.0,4.0,18.0,0.6
5421,5.0,13.0,18.0,0.7
5422,14.0,0.0,14.0,0.4
5423,23.0,9.0,32.0,0.5
5424,9.0,4.0,13.0,0.9
5425,18.0,18.0,36.0,1.0
5426,18.0,12.0,30.0,0.2
5427,18.0,1.0,19.0,0.4
5428,16.0,0.0,16.0,0.5
5429,13.0,1.0,14.0,0.7
5430,19.0,12.0,31.0,0.6
5431,12.0,5.0,17.0,0.5
5432,7.0,8.0,15.0,0.4
5433,13.0,1.0,14.0,0.6
5434,19.0,14.0,33.0,0.7
5435,19.0,2.0,21.0,0.5
5436,13.0,0.0,13.0,0.8
5437,12.0,2.0,14.0,0.8
5438,15.0,3.0,18.0,0.5
5439,10.0,2.0,12.0,0.4
5440,15.0,23.0,38.0,0.3
5441,18.0,0.0,18.0,0.5
5442,11.0,0.0,11.0,0.7
5443,18.0,17.0,35.0,0.6
5444,18.0,14.0,32.0,0.8
5445,8.0,8.0,16.0,0.8
5446,7.0,1.0,8.0,0.7
5447,20.0,14.0,34.0,0.3
5448,8.0,4.0,12.0,0.6
5449,16.0,15.0,31.0,0.7
5450,11.0,0.0,11.0,0.3
5451,15.0,4.0,19.0,0.8
5452,12.0,0.0,12.0,0.7
5453,7.0,8.0,15.0,0.3
5454,13.0,0.0,13.0,0.8
5455,11.0,3.0,14.0,0.8
5456,18.0,15.0,33.0,0.3
5457,6.0,23.0,29.0,1.0
5458,12.0,21.0,33.0,0.5
5459,11.0,22.0,33.0,0.4
5460,20.0,12.0,32.0,0.4
5461,22.0,10.0,32.0,0.5
5462,12.0,1.0,13.0,0.4
5463,7.0,8.0,15.0,0.9
5464,8.0,10.0,18.0,0.4
5465,10.0,1.0,11.0,0.8
5466,11.0,1.0,12.0,0.7
5467,18.0,1.0,19.0,1.0
5468,16.0,6.0,22.0,0.5
5469,13.0,21.0,34.0,0.4
5470,10.0,6.0,16.0,0.8
5471,19.0,2.0,21.0,0.3
5472,22.0,23.0,45.0,0.1
5473,11.0,21.0,32.0,0.9
5474,16.0,1.0,17.0,0.1
5475,16.0,1.0,17.0,0.3
5476,8.0,7.0,15.0,0.7
5477,16.0,17.0,33.0,0.6
5478,10.0,6.0,16.0,0.6
5479,20.0,1.0,21.0,0.7
5480,13.0,1.0,14.0,0.3
5481,15.0,5.0,20.0,0.2
5482,15.0,0.0,15.0,0.5
5483,9.0,8.0,17.0,0.5
5484,11.0,3.0,14.0,0.3
5485,15.0,3.0,18.0,0.7
5486,15.0,0.0,15.0,0.7
5487,18.0,0.0,18.0,0.8
5488,17.0,19.0,36.0,0.5
5489,17.0,17.0,34.0,0.7
5490,12.0,4.0,16.0,0.7
5491,16.0,19.0,35.0,0.8
5492,18.0,14.0,32.0,0.6
5493,12.0,9.0,21.0,0.7
5494,8.0,8.0,16.0,0.4
5495,9.0,1.0,10.0,0.5
5496,15.0,3.0,18.0,0.1
5497,18.0,0.0,18.0,0.6
5498,14.0,18.0,32.0,0.8
5499,15.0,1.0,16.0,0.6
5500,8.0,1.0,9.0,0.4
5501,9.0,0.0,9.0,0.9
5502,21.0,21.0,42.0,0.4
5503,14.0,0.0,14.0,0.3
5504,13.0,0.0,13.0,0.6
5505,18.0,17.0,35.0,0.4
5506,23.0,10.0,33.0,0.6
5507,13.0,4.0,17.0,0.4
5508,18.0,14.0,32.0,0.6
5509,16.0,22.0,38.0,0.5
5510,22.0,3.0,25.0,0.2
5511,7.0,10.0,17.0,0.5
5512,12.0,0.0,12.0,0.7
5513,18.0,23.0,41.0,0.6
5514,17.0,11.0,28.0,0.6
5515,12.0,4.0,16.0,0.7
5516,19.0,13.0,32.0,0.9
5517,16.0,5.0,21.0,0.3
5518,18.0,17.0,35.0,0.6
5519,19.0,0.0,19.0,0.2
5520,12.0,1.0,13.0,0.9
5521,13.0,0.0,13.0,0.5
5522,13.0,4.0,17.0,0.3
5523,16.0,16.0,32.0,0.7
5524,11.0,23.0,34.0,0.9
5525,19.0,12.0,31.0,0.5
5526,19.0,1.0,20.0,0.8
5527,17.0,14.0,31.0,0.6
5528,16.0,0.0,16.0,0.8
5529,20.0,0.0,20.0,0.8
5530,17.0,0.0,17.0,0.5
5531,21.0,17.0,38.0,0.4
5532,10.0,1.0,11.0,0.7
5533,19.0,11.0,30.0,0.4
5534,7.0,4.0,11.0,0.9
5535,14.0,22.0,36.0,0.1
5536,15.0,5.0,20.0,0.2
5537,19.0,23.0,42.0,0.3
5538,20.0,12.0,32.0,0.3
5539,11.0,0.0,11.0,0.9
5540,20.0,13.0,33.0,0.8
5541,14.0,0.0,14.0,0.7
5542,8.0,4.0,12.0,0.6
5543,20.0,22.0,42.0,0.8
5544,19.0,12.0,31.0,0.5
5545,12.0,0.0,12.0,0.7
5546,11.0,1.0,12.0,0.3
5547,17.0,13.0,30.0,0.6
5548,22.0,0.0,22.0,0.7
5549,10.0,2.0,12.0,0.3
5550,19.0,12.0,31.0,0.9
5551,19.0,1.0,20.0,0.5
5552,12.0,2.0,14.0,0.9
5553,11.0,0.0,11.0,0.8
5554,14.0,3.0,17.0,0.5
5555,12.0,0.0,12.0,0.9
5556,19.0,12.0,31.0,0.7
5557,2.0,9.0,11.0,0.3
5558,12.0,0.0,12.0,0.5
5559,15.0,1.0,16.0,0.4
5560,19.0,3.0,22.0,0.7
5561,20.0,18.0,38.0,0.9
5562,17.0,1.0,18.0,0.2
5563,12.0,0.0,12.0,0.3
5564,8.0,6.0,14.0,0.8
5565,23.0,15.0,38.0,0.9
5566,19.0,1.0,20.0,0.4
5567,11.0,0.0,11.0,0.7
5568,16.0,15.0,31.0,0.6
5569,12.0,4.0,16.0,0.6
5570,11.0,0.0,11.0,0.8
5571,19.0,6.0,25.0,0.5
5572,9.0,7.0,16.0,0.3
5573,15.0,0.0,15.0,0.9
5574,23.0,6.0,29.0,0.4
5575,14.0,22.0,36.0,0.2
5576,7.0,1.0,8.0,0.3
5577,8.0,5.0,13.0,1.0
5578,18.0,14.0,32.0,0.3
5579,18.0,14.0,32.0,0.6
5580,18.0,13.0,31.0,0.2
5581,18.0,15.0,33.0,1.0
5582,9.0,7.0,16.0,0.5
5583,10.0,0.0,10.0,1.0
5584,11.0,1.0,12.0,0.5
5585,18.0,1.0,19.0,0.5
5586,11.0,23.0,34.0,0.5
5587,17.0,20.0,37.0,0.6
5588,13.0,1.0,14.0,0.6
5589,21.0,13.0,34.0,0.7
5590,12.0,2.0,14.0,0.8
5591,14.0,0.0,14.0,0.4
5592,15.0,0.0,15.0,0.2
5593,20.0,13.0,33.0,0.3
5594,19.0,12.0,31.0,0.3
5595,8.0,9.0,17.0,0.5
5596,20.0,21.0,41.0,0.3
5597,16.0,0.0,16.0,0.6
5598,10.0,21.0,31.0,0.5
5599,17.0,0.0,17.0,0.3
5600,8.0,9.0,17.0,0.2
5601,15.0,0.0,15.0,0.9
5602,10.0,5.0,15.0,0.4
5603,17.0,5.0,22.0,0.4
5604,11.0,5.0,16.0,0.2
5605,16.0,14.0,30.0,0.1
5606,8.0,12.0,20.0,0.4
5607,20.0,11.0,31.0,0.8
5608,13.0,3.0,16.0,0.4
5609,10.0,5.0,15.0,0.8
5610,9.0,7.0,16.0,0.6
5611,15.0,1.0,16.0,0.8
5612,7.0,5.0,12.0,0.4
5613,15.0,0.0,15.0,0.5
5614,19.0,12.0,31.0,1.0
5615,14.0,7.0,21.0,1.0
5616,9.0,9.0,18.0,0.5
5617,18.0,1.0,19.0,0.1
5618,20.0,11.0,31.0,0.3
5619,13.0,5.0,18.0,0.3
5620,13.0,5.0,18.0,1.0
5621,13.0,19.0,32.0,0.5
5622,18.0,13.0,31.0,0.4
5623,15.0,0.0,15.0,0.5
5624,15.0,2.0,17.0,0.2
5625,12.0,1.0,13.0,0.7
5626,11.0,21.0,32.0,0.4
5627,9.0,2.0,11.0,0.9
5628,9.0,7.0,16.0,0.3
5629,8.0,1.0,9.0,0.6
5630,15.0,0.0,15.0,1.0
5631,20.0,11.0,31.0,0.3
5632,8.0,7.0,15.0,0.6
5633,15.0,1.0,16.0,1.0
5634,23.0,12.0,35.0,0.7
5635,14.0,0.0,14.0,0.4
5636,14.0,2.0,16.0,0.5
5637,20.0,2.0,22.0,0.5
5638,11.0,0.0,11.0,0.4
5639,13.0,0.0,13.0,0.9
5640,13.0,2.0,15.0,0.5
5641,11.0,0.0,11.0,0.3
5642,18.0,20.0,38.0,0.1
5643,19.0,14.0,33.0,0.9
5644,8.0,9.0,17.0,0.2
5645,17.0,16.0,33.0,0.6
5646,19.0,0.0,19.0,0.7
5647,7.0,22.0,29.0,0.2
5648,15.0,3.0,18.0,0.5
5649,7.0,23.0,30.0,0.6
5650,10.0,0.0,10.0,0.5
5651,10.0,8.0,18.0,0.4
5652,21.0,11.0,32.0,0.7
5653,17.0,16.0,33.0,0.7
5654,11.0,3.0,14.0,0.2
5655,14.0,16.0,30.0,0.7
5656,9.0,9.0,18.0,0.5
5657,7.0,1.0,8.0,0.5
5658,17.0,14.0,31.0,0.9
5659,19.0,6.0,25.0,0.1
5660,10.0,23.0,33.0,0.5
5661,12.0,0.0,12.0,0.7
5662,8.0,1.0,9.0,0.6
5663,15.0,7.0,22.0,0.7
5664,11.0,2.0,13.0,0.6
5665,10.0,2.0,12.0,0.8
5666,8.0,12.0,20.0,0.7
5667,18.0,6.0,24.0,0.2
5668,18.0,0.0,18.0,0.2
5669,18.0,1.0,19.0,0.9
5670,9.0,5.0,14.0,0.6
5671,15.0,21.0,36.0,0.4
5672,18.0,14.0,32.0,0.9
5673,13.0,23.0,36.0,0.8
5674,15.0,0.0,15.0,0.7
5675,8.0,8.0,16.0,0.6
5676,12.0,2.0,14.0,0.5
5677,9.0,0.0,9.0,0.6
5678,9.0,8.0,17.0,0.5
5679,15.0,20.0,35.0,0.4
5680,9.0,9.0,18.0,0.2
5681,21.0,12.0,33.0,0.6
5682,11.0,23.0,34.0,0.7
5683,14.0,4.0,18.0,0.7
5684,13.0,3.0,16.0,0.3
5685,9.0,7.0,16.0,0.7
5686,14.0,0.0,14.0,0.8
5687,16.0,1.0,17.0,0.3
5688,17.0,13.0,30.0,0.3
5689,17.0,4.0,21.0,0.6
5690,17.0,2.0,19.0,0.2
5691,9.0,0.0,9.0,0.7
5692,15.0,2.0,17.0,0.5
5693,13.0,23.0,36.0,1.0
5694,10.0,8.0,18.0,0.8
5695,7.0,9.0,16.0,0.1
5696,14.0,0.0,14.0,0.5
5697,7.0,1.0,8.0,0.2
5698,8.0,1.0,9.0,0.9
5699,9.0,2.0,11.0,1.0
5700,22.0,10.0,32.0,0.9
5701,13.0,5.0,18.0,0.6
5702,16.0,16.0,32.0,0.5
5703,9.0,5.0,14.0,1.0
5704,8.0,9.0,17.0,0.6
5705,14.0,2.0,16.0,0.3
5706,10.0,2.0,12.0,0.3
5707,20.0,1.0,21.0,0.2
5708,12.0,1.0,13.0,0.3
5709,20.0,0.0,20.0,0.4
5710,19.0,1.0,20.0,0.8
5711,8.0,5.0,13.0,0.2
5712,12.0,2.0,14.0,1.0
5713,18.0,3.0,21.0,0.7
5714,21.0,10.0,31.0,0.5
5715,15.0,0.0,15.0,0.5
5716,13.0,2.0,15.0,0.6
5717,8.0,7.0,15.0,0.7
5718,16.0,0.0,16.0,0.2
5719,18.0,2.0,20.0,0.7
5720,15.0,0.0,15.0,0.6
5721,15.0,3.0,18.0,0.1
5722,19.0,1.0,20.0,1.0
5723,16.0,21.0,37.0,0.8
5724,16.0,1.0,17.0,0.3
5725,11.0,3.0,14.0,0.3
5726,19.0,1.0,20.0,0.2
5727,15.0,8.0,23.0,0.2
5728,19.0,12.0,31.0,0.7
5729,12.0,5.0,17.0,0.5
5730,11.0,0.0,11.0,0.7
5731,15.0,4.0,19.0,0.4
5732,19.0,0.0,19.0,0.5
5733,15.0,20.0,35.0,0.5
5734,13.0,1.0,14.0,0.6
5735,18.0,14.0,32.0,0.8
5736,8.0,11.0,19.0,1.0
5737,16.0,2.0,18.0,0.5
5738,10.0,0.0,10.0,0.7
5739,16.0,2.0,18.0,0.4
5740,17.0,0.0,17.0,0.6
5741,18.0,18.0,36.0,0.7
5742,15.0,21.0,36.0,0.2
5743,16.0,6.0,22.0,0.6
5744,17.0,0.0,17.0,0.5
5745,13.0,0.0,13.0,0.5
5746,15.0,0.0,15.0,0.7
5747,16.0,14.0,30.0,0.3
5748,16.0,4.0,20.0,0.5
5749,17.0,5.0,22.0,0.4
5750,11.0,22.0,33.0,0.7
5751,18.0,14.0,32.0,0.3
5752,18.0,19.0,37.0,0.7
5753,14.0,17.0,31.0,0.7
5754,14.0,19.0,33.0,0.4
5755,20.0,10.0,30.0,0.4
5756,20.0,23.0,43.0,0.7
5757,13.0,20.0,33.0,0.8
5758,10.0,0.0,10.0,0.5
5759,17.0,17.0,34.0,0.7
5760,11.0,1.0,12.0,0.5
5761,13.0,0.0,13.0,0.5
5762,18.0,18.0,36.0,0.7
5763,9.0,1.0,10.0,0.7
5764,20.0,12.0,32.0,0.5
5765,19.0,13.0,32.0,0.7
5766,15.0,3.0,18.0,0.2
5767,8.0,9.0,17.0,0.4
5768,13.0,1.0,14.0,0.6
5769,17.0,4.0,21.0,0.4
5770,21.0,12.0,33.0,0.1
5771,16.0,1.0,17.0,0.2
5772,18.0,1.0,19.0,0.8
5773,14.0,1.0,15.0,0.6
5774,10.0,0.0,10.0,1.0
5775,19.0,2.0,21.0,0.5
5776,8.0,5.0,13.0,0.1
5777,19.0,0.0,19.0,0.7
5778,18.0,15.0,33.0,0.6
5779,21.0,2.0,23.0,0.1
5780,10.0,21.0,31.0,0.3
5781,14.0,22.0,36.0,0.7
5782,18.0,13.0,31.0,0.3
5783,9.0,2.0,11.0,0.3
5784,18.0,1.0,19.0,0.2
5785,13.0,3.0,16.0,0.7
5786,9.0,11.0,20.0,0.8
5787,11.0,0.0,11.0,0.8
5788,23.0,16.0,39.0,0.3
5789,18.0,1.0,19.0,0.6
5790,12.0,0.0,12.0,0.8
5791,9.0,2.0,11.0,0.8
5792,11.0,1.0,12.0,0.3
5793,19.0,12.0,31.0,0.4
5794,15.0,3.0,18.0,0.8
5795,22.0,23.0,45.0,0.2
5796,19.0,1.0,20.0,0.5
5797,7.0,10.0,17.0,0.9
5798,18.0,16.0,34.0,0.5
5799,8.0,12.0,20.0,0.7
5800,7.0,8.0,15.0,0.7
5801,9.0,3.0,12.0,0.5
5802,9.0,1.0,10.0,0.6
5803,18.0,13.0,31.0,0.3
5804,18.0,0.0,18.0,0.2
5805,8.0,0.0,8.0,0.7
5806,13.0,3.0,16.0,0.7
5807,17.0,15.0,32.0,0.5
5808,18.0,1.0,19.0,0.8
5809,13.0,0.0,13.0,0.5
5810,19.0,14.0,33.0,0.7
5811,13.0,0.0,13.0,0.6
5812,14.0,19.0,33.0,0.6
5813,9.0,9.0,18.0,0.4
5814,21.0,21.0,42.0,0.3
5815,14.0,22.0,36.0,0.8
5816,18.0,13.0,31.0,0.5
5817,18.0,23.0,41.0,0.8
5818,18.0,1.0,19.0,0.8
5819,20.0,11.0,31.0,0.7
5820,7.0,9.0,16.0,0.1
5821,18.0,1.0,19.0,0.9
5822,11.0,3.0,14.0,0.8
5823,11.0,2.0,13.0,0.5
5824,12.0,0.0,12.0,0.8
5825,17.0,2.0,19.0,0.5
5826,17.0,18.0,35.0,0.1
5827,12.0,1.0,13.0,0.9
5828,16.0,6.0,22.0,0.8
5829,12.0,0.0,12.0,0.4
5830,12.0,0.0,12.0,0.8
5831,8.0,1.0,9.0,0.6
5832,10.0,2.0,12.0,0.3
5833,9.0,1.0,10.0,0.3
5834,14.0,23.0,37.0,1.0
5835,17.0,4.0,21.0,1.0
5836,14.0,0.0,14.0,0.6
5837,19.0,2.0,21.0,0.7
5838,10.0,1.0,11.0,0.7
5839,18.0,14.0,32.0,0.9
5840,16.0,0.0,16.0,0.8
5841,9.0,2.0,11.0,0.7
5842,16.0,0.0,16.0,0.2
5843,23.0,10.0,33.0,0.2
5844,9.0,7.0,16.0,0.7
5845,8.0,1.0,9.0,0.6
5846,9.0,8.0,17.0,0.4
5847,16.0,0.0,16.0,0.5
5848,9.0,8.0,17.0,0.7
5849,17.0,0.0,17.0,0.7
5850,16.0,2.0,18.0,0.5
5851,13.0,0.0,13.0,0.7
5852,13.0,1.0,14.0,0.2
5853,11.0,3.0,14.0,0.5
5854,13.0,4.0,17.0,0.6
5855,17.0,5.0,22.0,0.5
5856,12.0,18.0,30.0,0.8
5857,9.0,8.0,17.0,0.2
5858,7.0,10.0,17.0,0.7
5859,13.0,1.0,14.0,0.6
5860,18.0,0.0,18.0,0.2
5861,10.0,3.0,13.0,0.2
5862,10.0,0.0,10.0,0.6
5863,17.0,1.0,18.0,0.9
5864,17.0,13.0,30.0,0.4
5865,18.0,14.0,32.0,0.7
5866,7.0,23.0,30.0,1.0
5867,19.0,10.0,29.0,0.7
5868,18.0,3.0,21.0,0.5
5869,19.0,11.0,30.0,0.6
5870,17.0,4.0,21.0,0.4
5871,9.0,0.0,9.0,0.3
5872,14.0,4.0,18.0,0.4
5873,10.0,0.0,10.0,0.7
5874,13.0,1.0,14.0,0.3
5875,20.0,11.0,31.0,0.6
5876,19.0,15.0,34.0,0.5
5877,9.0,4.0,13.0,0.8
5878,18.0,12.0,30.0,0.3
5879,14.0,0.0,14.0,0.4
5880,20.0,1.0,21.0,0.7
5881,14.0,0.0,14.0,1.0
5882,17.0,14.0,31.0,0.6
5883,17.0,14.0,31.0,0.8
5884,19.0,14.0,33.0,0.1
5885,13.0,0.0,13.0,0.6
5886,10.0,1.0,11.0,0.7
5887,18.0,12.0,30.0,0.8
5888,17.0,3.0,20.0,0.7
5889,15.0,21.0,36.0,0.2
5890,8.0,8.0,16.0,1.0
5891,18.0,0.0,18.0,0.4
5892,17.0,2.0,19.0,0.5
5893,16.0,17.0,33.0,0.6
5894,19.0,11.0,30.0,0.4
5895,7.0,3.0,10.0,0.7
5896,13.0,1.0,14.0,0.7
5897,18.0,18.0,36.0,0.8
5898,17.0,12.0,29.0,0.9
5899,21.0,12.0,33.0,0.8
5900,14.0,0.0,14.0,0.8
5901,22.0,1.0,23.0,0.4
5902,7.0,8.0,15.0,0.8
5903,16.0,4.0,20.0,0.5
5904,14.0,2.0,16.0,0.9
5905,14.0,3.0,17.0,0.7
5906,17.0,13.0,30.0,0.9
